"time","aqa_montesori_nivel_calle.pm25"
"2020-03-29T20:03:40.000Z","41"
"2020-03-29T20:03:50.000Z","40.5"
"2020-03-29T20:04:00.000Z","41.5"
"2020-03-29T20:04:10.000Z","43.666666666666664"
"2020-03-29T20:04:20.000Z","45.666666666666664"
"2020-03-29T20:04:30.000Z","52.5"
"2020-03-29T20:04:40.000Z","49.666666666666664"
"2020-03-29T20:04:50.000Z","51"
"2020-03-29T20:05:00.000Z","50.333333333333336"
"2020-03-29T20:05:10.000Z","45"
"2020-03-29T20:05:20.000Z","45.333333333333336"
"2020-03-29T20:05:30.000Z","43.5"
"2020-03-29T20:05:40.000Z","43"
"2020-03-29T20:05:50.000Z","49.666666666666664"
"2020-03-29T20:06:00.000Z","48.5"
"2020-03-29T20:06:10.000Z","44.5"
"2020-03-29T20:06:20.000Z","47"
"2020-03-29T20:06:30.000Z","52.333333333333336"
"2020-03-29T20:06:40.000Z","44.5"
"2020-03-29T20:06:50.000Z","44.666666666666664"
"2020-03-29T20:07:00.000Z","44"
"2020-03-29T20:07:10.000Z","51"
"2020-03-29T20:07:20.000Z","45.5"
"2020-03-29T20:07:30.000Z","45"
"2020-03-29T20:07:40.000Z","46.666666666666664"
"2020-03-29T20:07:50.000Z","50"
"2020-03-29T20:08:00.000Z","45"
"2020-03-29T20:08:10.000Z","49"
"2020-03-29T20:08:20.000Z","52"
"2020-03-29T20:08:30.000Z","51"
"2020-03-29T20:08:40.000Z","53"
"2020-03-29T20:08:50.000Z","45.666666666666664"
"2020-03-29T20:09:00.000Z","38.5"
"2020-03-29T20:09:10.000Z","46"
"2020-03-29T20:09:20.000Z","49.333333333333336"
"2020-03-29T20:09:30.000Z","48"
"2020-03-29T20:09:50.000Z","45.5"
"2020-03-29T20:10:00.000Z","44.666666666666664"
"2020-03-29T20:10:10.000Z","50"
"2020-03-29T20:10:20.000Z","49.5"
"2020-03-29T20:10:30.000Z","44.666666666666664"
"2020-03-29T20:10:40.000Z","49"
"2020-03-29T20:10:50.000Z","47"
"2020-03-29T20:11:00.000Z","49"
"2020-03-29T20:11:10.000Z","51"
"2020-03-29T20:11:20.000Z","53"
"2020-03-29T20:11:30.000Z","49"
"2020-03-29T20:11:40.000Z","46.5"
"2020-03-29T20:11:50.000Z","45"
"2020-03-29T20:12:00.000Z","50.5"
"2020-03-29T20:12:10.000Z","53"
"2020-03-29T20:12:20.000Z","49"
"2020-03-29T20:12:30.000Z","51.333333333333336"
"2020-03-29T20:12:40.000Z","47"
"2020-03-29T20:12:50.000Z","52.666666666666664"
"2020-03-29T20:13:00.000Z","52.5"
"2020-03-29T20:13:10.000Z","51.333333333333336"
"2020-03-29T20:13:20.000Z","55"
"2020-03-29T20:13:30.000Z","46.333333333333336"
"2020-03-29T20:13:40.000Z","45.5"
"2020-03-29T20:13:50.000Z","47.5"
"2020-03-29T20:14:00.000Z","45.333333333333336"
"2020-03-29T20:14:10.000Z","45.5"
"2020-03-29T20:14:20.000Z","49"
"2020-03-29T20:14:30.000Z","42.5"
"2020-03-29T20:14:40.000Z","44.666666666666664"
"2020-03-29T20:14:50.000Z","47.5"
"2020-03-29T20:15:00.000Z","46.333333333333336"
"2020-03-29T20:15:10.000Z","49.5"
"2020-03-29T20:15:20.000Z","49"
"2020-03-29T20:15:30.000Z","42"
"2020-03-29T20:15:40.000Z","47.5"
"2020-03-29T20:15:50.000Z","48.666666666666664"
"2020-03-29T20:16:00.000Z","52"
"2020-03-29T20:16:10.000Z","49"
"2020-03-29T20:16:20.000Z","50.5"
"2020-03-29T20:16:30.000Z","44"
"2020-03-29T20:16:40.000Z","47"
"2020-03-29T20:16:50.000Z","51"
"2020-03-29T20:17:00.000Z","46"
"2020-03-29T20:17:10.000Z","46.333333333333336"
"2020-03-29T20:17:20.000Z","44"
"2020-03-29T20:17:30.000Z","44.666666666666664"
"2020-03-29T20:17:40.000Z","49.5"
"2020-03-29T20:17:50.000Z","52.5"
"2020-03-29T20:18:00.000Z","46.333333333333336"
"2020-03-29T20:18:10.000Z","50.333333333333336"
"2020-03-29T20:18:20.000Z","50.5"
"2020-03-29T20:18:30.000Z","49.666666666666664"
"2020-03-29T20:18:40.000Z","47"
"2020-03-29T20:18:50.000Z","47"
"2020-03-29T20:19:00.000Z","46.5"
"2020-03-29T20:19:10.000Z","44.5"
"2020-03-29T20:19:20.000Z","40.333333333333336"
"2020-03-29T20:19:30.000Z","42"
"2020-03-29T20:19:40.000Z","45.666666666666664"
"2020-03-29T20:19:50.000Z","46.5"
"2020-03-29T20:20:00.000Z","49"
"2020-03-29T20:20:10.000Z","46"
"2020-03-29T20:20:20.000Z","45"
"2020-03-29T20:20:30.000Z","42"
"2020-03-29T20:20:40.000Z","52"
"2020-03-29T20:20:50.000Z","51.666666666666664"
"2020-03-29T20:21:00.000Z","54.5"
"2020-03-29T20:21:10.000Z","49.5"
"2020-03-29T20:21:20.000Z","46.666666666666664"
"2020-03-29T20:21:30.000Z","49.333333333333336"
"2020-03-29T20:21:40.000Z","47"
"2020-03-29T20:21:50.000Z","46.333333333333336"
"2020-03-29T20:22:00.000Z","46"
"2020-03-29T20:22:10.000Z","46"
"2020-03-29T20:22:20.000Z","46.5"
"2020-03-29T20:22:30.000Z","49.333333333333336"
"2020-03-29T20:22:40.000Z","50.333333333333336"
"2020-03-29T20:22:50.000Z","49.666666666666664"
"2020-03-29T20:23:00.000Z","49"
"2020-03-29T20:23:10.000Z","46.333333333333336"
"2020-03-29T20:23:20.000Z","47.5"
"2020-03-29T20:23:30.000Z","47.666666666666664"
"2020-03-29T20:23:40.000Z","49.5"
"2020-03-29T20:23:50.000Z","53.666666666666664"
"2020-03-29T20:24:00.000Z","54.5"
"2020-03-29T20:24:10.000Z","50.666666666666664"
"2020-03-29T20:24:20.000Z","52"
"2020-03-29T20:24:30.000Z","53"
"2020-03-29T20:24:40.000Z","50.666666666666664"
"2020-03-29T20:24:50.000Z","47"
"2020-03-29T20:25:00.000Z","49"
"2020-03-29T20:25:10.000Z","49.333333333333336"
"2020-03-29T20:25:20.000Z","48"
"2020-03-29T20:25:30.000Z","48.5"
"2020-03-29T20:25:40.000Z","53"
"2020-03-29T20:25:50.000Z","48.5"
"2020-03-29T20:26:00.000Z","52.333333333333336"
"2020-03-29T20:26:10.000Z","51"
"2020-03-29T20:26:20.000Z","45.666666666666664"
"2020-03-29T20:26:30.000Z","48"
"2020-03-29T20:26:40.000Z","49"
"2020-03-29T20:26:50.000Z","48"
"2020-03-29T20:27:00.000Z","46.666666666666664"
"2020-03-29T20:27:10.000Z","53.666666666666664"
"2020-03-29T20:27:20.000Z","55.5"
"2020-03-29T20:27:30.000Z","54"
"2020-03-29T20:27:40.000Z","50.5"
"2020-03-29T20:27:50.000Z","47.666666666666664"
"2020-03-29T20:28:00.000Z","47.666666666666664"
"2020-03-29T20:28:10.000Z","54.5"
"2020-03-29T20:28:20.000Z","50"
"2020-03-29T20:28:30.000Z","49"
"2020-03-29T20:28:40.000Z","48"
"2020-03-29T20:28:50.000Z","42.666666666666664"
"2020-03-29T20:29:00.000Z","39.5"
"2020-03-29T20:29:10.000Z","48.666666666666664"
"2020-03-29T20:29:20.000Z","52"
"2020-03-29T20:29:30.000Z","44"
"2020-03-29T20:29:40.000Z","45.666666666666664"
"2020-03-29T20:29:50.000Z","48.5"
"2020-03-29T20:30:00.000Z","48.333333333333336"
"2020-03-29T20:30:10.000Z","50"
"2020-03-29T20:30:20.000Z","53.5"
"2020-03-29T20:30:30.000Z","51"
"2020-03-29T20:30:40.000Z","44"
"2020-03-29T20:30:50.000Z","46.333333333333336"
"2020-03-29T20:31:00.000Z","45"
"2020-03-29T20:31:10.000Z","50"
"2020-03-29T20:31:20.000Z","50.5"
"2020-03-29T20:31:30.000Z","48.666666666666664"
"2020-03-29T20:31:40.000Z","48.5"
"2020-03-29T20:31:50.000Z","47.666666666666664"
"2020-03-29T20:32:00.000Z","51"
"2020-03-29T20:32:10.000Z","50.5"
"2020-03-29T20:32:20.000Z","51.333333333333336"
"2020-03-29T20:32:30.000Z","47"
"2020-03-29T20:32:40.000Z","44.666666666666664"
"2020-03-29T20:32:50.000Z","48.5"
"2020-03-29T20:33:00.000Z","45"
"2020-03-29T20:33:10.000Z","44"
"2020-03-29T20:33:20.000Z","44.666666666666664"
"2020-03-29T20:33:30.000Z","45"
"2020-03-29T20:33:40.000Z","44"
"2020-03-29T20:33:50.000Z","46.5"
"2020-03-29T20:34:00.000Z","52"
"2020-03-29T20:34:10.000Z","50.666666666666664"
"2020-03-29T20:34:20.000Z","47.5"
"2020-03-29T20:34:30.000Z","45.5"
"2020-03-29T20:34:40.000Z","45"
"2020-03-29T20:34:50.000Z","44.666666666666664"
"2020-03-29T20:35:00.000Z","48.5"
"2020-03-29T20:35:10.000Z","46.333333333333336"
"2020-03-29T20:35:20.000Z","44.5"
"2020-03-29T20:35:30.000Z","48.333333333333336"
"2020-03-29T20:35:40.000Z","51.666666666666664"
"2020-03-29T20:35:50.000Z","52"
"2020-03-29T20:36:00.000Z","50.666666666666664"
"2020-03-29T20:36:10.000Z","53.5"
"2020-03-29T20:36:20.000Z","52.333333333333336"
"2020-03-29T20:36:30.000Z","49"
"2020-03-29T20:36:40.000Z","47.666666666666664"
"2020-03-29T20:36:50.000Z","48"
"2020-03-29T20:37:00.000Z","46.333333333333336"
"2020-03-29T20:37:10.000Z","49.5"
"2020-03-29T20:37:20.000Z","45.333333333333336"
"2020-03-29T20:37:30.000Z","47.5"
"2020-03-29T20:37:40.000Z","46.333333333333336"
"2020-03-29T20:37:50.000Z","47"
"2020-03-29T20:38:00.000Z","47.333333333333336"
"2020-03-29T20:38:10.000Z","46.666666666666664"
"2020-03-29T20:38:20.000Z","49"
"2020-03-29T20:38:30.000Z","50.666666666666664"
"2020-03-29T20:38:40.000Z","46.5"
"2020-03-29T20:38:50.000Z","48.666666666666664"
"2020-03-29T20:39:00.000Z","49"
"2020-03-29T20:39:10.000Z","45"
"2020-03-29T20:39:20.000Z","41"
"2020-03-29T20:39:30.000Z","40.666666666666664"
"2020-03-29T20:39:40.000Z","46.5"
"2020-03-29T20:39:50.000Z","49.666666666666664"
"2020-03-29T20:40:00.000Z","47.5"
"2020-03-29T20:40:10.000Z","47.666666666666664"
"2020-03-29T20:40:20.000Z","43.5"
"2020-03-29T20:40:30.000Z","49"
"2020-03-29T20:40:40.000Z","45"
"2020-03-29T20:40:50.000Z","43"
"2020-03-29T20:41:00.000Z","46.666666666666664"
"2020-03-29T20:41:10.000Z","46.5"
"2020-03-29T20:41:20.000Z","45"
"2020-03-29T20:41:30.000Z","42.666666666666664"
"2020-03-29T20:41:40.000Z","42"
"2020-03-29T20:41:50.000Z","42"
"2020-03-29T20:42:00.000Z","44"
"2020-03-29T20:42:10.000Z","45"
"2020-03-29T20:42:20.000Z","52.5"
"2020-03-29T20:42:30.000Z","48.666666666666664"
"2020-03-29T20:42:40.000Z","52.666666666666664"
"2020-03-29T20:42:50.000Z","48.666666666666664"
"2020-03-29T20:43:00.000Z","52.5"
"2020-03-29T20:43:10.000Z","51.666666666666664"
"2020-03-29T20:43:20.000Z","50"
"2020-03-29T20:43:30.000Z","48"
"2020-03-29T20:43:40.000Z","47.666666666666664"
"2020-03-29T20:43:50.000Z","51.333333333333336"
"2020-03-29T20:44:00.000Z","49.5"
"2020-03-29T20:44:10.000Z","49"
"2020-03-29T20:44:20.000Z","47.666666666666664"
"2020-03-29T20:44:30.000Z","45.666666666666664"
"2020-03-29T20:44:40.000Z","49.5"
"2020-03-29T20:44:50.000Z","51.333333333333336"
"2020-03-29T20:45:00.000Z","53"
"2020-03-29T20:45:10.000Z","49"
"2020-03-29T20:45:20.000Z","47.333333333333336"
"2020-03-29T20:45:30.000Z","45"
"2020-03-29T20:45:40.000Z","49"
"2020-03-29T20:45:50.000Z","49.666666666666664"
"2020-03-29T20:46:00.000Z","48"
"2020-03-29T20:46:10.000Z","45.666666666666664"
"2020-03-29T20:46:20.000Z","48.5"
"2020-03-29T20:46:30.000Z","50"
"2020-03-29T20:46:40.000Z","47"
"2020-03-29T20:46:50.000Z","43.5"
"2020-03-29T20:47:00.000Z","44"
"2020-03-29T20:47:10.000Z","50"
"2020-03-29T20:47:20.000Z","50.333333333333336"
"2020-03-29T20:47:30.000Z","53.333333333333336"
"2020-03-29T20:47:40.000Z","47.666666666666664"
"2020-03-29T20:47:50.000Z","50"
"2020-03-29T20:48:00.000Z","48.666666666666664"
"2020-03-29T20:48:10.000Z","52.5"
"2020-03-29T20:48:20.000Z","48.666666666666664"
"2020-03-29T20:48:30.000Z","48.666666666666664"
"2020-03-29T20:48:40.000Z","50"
"2020-03-29T20:48:50.000Z","50.5"
"2020-03-29T20:49:00.000Z","50"
"2020-03-29T20:49:10.000Z","46.333333333333336"
"2020-03-29T20:49:20.000Z","45.5"
"2020-03-29T20:49:30.000Z","52.666666666666664"
"2020-03-29T20:49:40.000Z","53.5"
"2020-03-29T20:49:50.000Z","53.333333333333336"
"2020-03-29T20:50:00.000Z","58.666666666666664"
"2020-03-29T20:50:10.000Z","61.5"
"2020-03-29T20:50:20.000Z","58.666666666666664"
"2020-03-29T20:50:30.000Z","56"
"2020-03-29T20:50:40.000Z","56"
"2020-03-29T20:50:50.000Z","58.5"
"2020-03-29T20:51:00.000Z","57"
"2020-03-29T20:51:10.000Z","56.666666666666664"
"2020-03-29T20:51:20.000Z","51.5"
"2020-03-29T20:51:30.000Z","47"
"2020-03-29T20:51:40.000Z","48"
"2020-03-29T20:51:50.000Z","47.666666666666664"
"2020-03-29T20:52:00.000Z","52"
"2020-03-29T20:52:10.000Z","46.5"
"2020-03-29T20:52:20.000Z","41"
"2020-03-29T20:52:30.000Z","42.666666666666664"
"2020-03-29T20:52:40.000Z","49"
"2020-03-29T20:52:50.000Z","49.333333333333336"
"2020-03-29T20:53:00.000Z","54"
"2020-03-29T20:53:10.000Z","50.5"
"2020-03-29T20:53:20.000Z","49"
"2020-03-29T20:53:30.000Z","49"
"2020-03-29T20:53:40.000Z","47.666666666666664"
"2020-03-29T20:53:50.000Z","46"
"2020-03-29T20:54:00.000Z","48.666666666666664"
"2020-03-29T20:54:10.000Z","48.5"
"2020-03-29T20:54:20.000Z","56"
"2020-03-29T20:54:30.000Z","51.666666666666664"
"2020-03-29T20:54:40.000Z","48"
"2020-03-29T20:54:50.000Z","48"
"2020-03-29T20:55:00.000Z","53"
"2020-03-29T20:55:10.000Z","50.5"
"2020-03-29T20:55:20.000Z","52.666666666666664"
"2020-03-29T20:55:30.000Z","55"
"2020-03-29T20:55:40.000Z","49.5"
"2020-03-29T20:55:50.000Z","50.666666666666664"
"2020-03-29T20:56:00.000Z","51"
"2020-03-29T20:56:10.000Z","47"
"2020-03-29T20:56:20.000Z","51"
"2020-03-29T20:56:30.000Z","50.666666666666664"
"2020-03-29T20:56:40.000Z","53.333333333333336"
"2020-03-29T20:56:50.000Z","53"
"2020-03-29T20:57:00.000Z","46.666666666666664"
"2020-03-29T20:57:10.000Z","45.5"
"2020-03-29T20:57:20.000Z","48"
"2020-03-29T20:57:30.000Z","44.5"
"2020-03-29T20:57:40.000Z","47"
"2020-03-29T20:57:50.000Z","44"
"2020-03-29T20:58:00.000Z","44"
"2020-03-29T20:58:10.000Z","41.5"
"2020-03-29T20:58:20.000Z","47"
"2020-03-29T20:58:30.000Z","53.5"
"2020-03-29T20:58:40.000Z","47.333333333333336"
"2020-03-29T20:59:00.000Z","46.5"
"2020-03-29T20:59:10.000Z","53"
"2020-03-29T20:59:20.000Z","53"
"2020-03-29T20:59:40.000Z","45.666666666666664"
"2020-03-29T20:59:50.000Z","48"
"2020-03-29T21:00:00.000Z","50"
"2020-03-29T21:00:10.000Z","50.333333333333336"
"2020-03-29T21:00:20.000Z","52.5"
"2020-03-29T21:00:30.000Z","49"
"2020-03-29T21:00:40.000Z","43.5"
"2020-03-29T21:00:50.000Z","50"
"2020-03-29T21:01:10.000Z","53.666666666666664"
"2020-03-29T21:01:30.000Z","49.5"
"2020-03-29T21:01:40.000Z","49"
"2020-03-29T21:01:50.000Z","50"
"2020-03-29T21:02:00.000Z","45"
"2020-03-29T21:02:20.000Z","50"
"2020-03-29T21:02:30.000Z","48"
"2020-03-29T21:02:40.000Z","49"
"2020-03-29T21:03:00.000Z","52.5"
"2020-03-29T21:03:10.000Z","51.333333333333336"
"2020-03-29T21:03:20.000Z","46"
"2020-03-29T21:03:30.000Z","45"